iShares MSCI ACWI ETF
Fund Holdings as of,"Sep 21, 2026"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"206,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"TELIA","TELIA COMPANY","Communication","Equity","3,690,155.16","0.01","3,690,155.16","779,353.00","4.73","Sweden","Nasdaq Omx Nordic","USD","9.83","SEK","-"
"HKD","HKD CASH","Cash and/or Derivatives","Cash","3,687,493.42","0.01","3,687,493.42","28,931,520.00","12.75","Hong Kong","-","USD","7.85","HKD","-"
"010120","LS ELECTRIC LTD","Industrials","Equity","3,685,547.47","0.01","3,685,547.47","24,359.00","151.30","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","Materials","Equity","3,677,122.68","0.01","3,677,122.68","189,964.00","19.36","South Africa","Johannesburg Stock Exchange","USD","16.24","ZAR","-"
"373220","LG ENERGY SOLUTION LTD","Industrials","Equity","3,678,117.78","0.01","3,678,117.78","14,434.00","254.82","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"9531","TOKYO GAS LTD","Utilities","Equity","3,669,816.80","0.01","3,669,816.80","91,600.00","40.06","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"207940","SAMSUNG BIOLOGICS","Health Care","Equity","3,672,086.00","0.01","3,672,086.00","3,618.00","1,014.95","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"BVI","BUREAU VERITAS SA","Industrials","Equity","3,668,814.49","0.01","3,668,814.49","117,782.00","31.15","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"DECK","DECKERS OUTDOOR","Consumer Discretionary","Equity","3,662,258.81","0.01","3,662,258.81","45,647.00","80.23","United States","NYSE","USD","1.00","USD","-"
"2010","SAUDI BASIC INDUSTRIES","Materials","Equity","3,657,149.70","0.01","3,657,149.70","289,192.00","12.65","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"UNI","UNIPOL ASSICURAZIONI SPA","Financials","Equity","3,654,336.13","0.01","3,654,336.13","112,949.00","32.35","Italy","Borsa Italiana","USD","0.87","EUR","-"
"LII","LENNOX INTERNATIONAL","Industrials","Equity","3,651,309.24","0.01","3,651,309.24","10,041.00","363.64","United States","NYSE","USD","1.00","USD","-"
"HCLTECH","HCL TECHNOLOGIES LTD","Information Technology","Equity","3,628,719.56","0.01","3,628,719.56","271,421.00","13.37","India","National Stock Exchange Of India","USD","95.82","INR","-"
"CHKP","CHECK POINT SOFTWARE TECHNOLOGIES","Information Technology","Equity","3,622,199.25","0.01","3,622,199.25","26,981.00","134.25","Israel","NASDAQ","USD","1.00","USD","Jun 28, 1996"
"6383","DAIFUKU","Industrials","Equity","3,615,942.21","0.01","3,615,942.21","104,500.00","34.60","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"AKZA","AKZO NOBEL","Materials","Equity","3,609,164.98","0.01","3,609,164.98","55,955.00","64.50","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"EICHERMOT","EICHER MOTORS LTD","Consumer Discretionary","Equity","3,598,567.18","0.01","3,598,567.18","45,897.00","78.41","India","National Stock Exchange Of India","USD","95.82","INR","-"
"CA","CARREFOUR SA","Consumer Staples","Equity","3,593,986.44","0.01","3,593,986.44","190,603.00","18.86","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"HEN3","HENKEL & KGAA PREF AG","Consumer Staples","Equity","3,595,655.18","0.01","3,595,655.18","42,756.00","84.10","Germany","Xetra","USD","0.87","EUR","-"
"1150","ALINMA BANK","Financials","Equity","3,576,226.41","0.01","3,576,226.41","548,272.00","6.52","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"2359","WUXI APPTEC H","Health Care","Equity","3,573,978.09","0.01","3,573,978.09","134,812.00","26.51","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"ULTRACEMCO","ULTRATECH CEMENT LTD","Materials","Equity","3,566,573.52","0.01","3,566,573.52","30,787.00","115.85","India","National Stock Exchange Of India","USD","95.82","INR","-"
"ALA","ALTAGAS","Utilities","Equity","3,567,336.09","0.01","3,567,336.09","93,763.00","38.05","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"3481","INNOLUX CORP","Information Technology","Equity","3,567,483.91","0.01","3,567,483.91","2,247,798.00","1.59","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"EN","BOUYGUES SA","Industrials","Equity","3,548,409.41","0.01","3,548,409.41","71,116.00","49.90","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","3,545,688.48","0.01","3,545,688.48","286,868.00","12.36","United States","NYSE","USD","1.00","USD","-"
"SCHP","SCHINDLER HOLDING PAR AG","Industrials","Equity","3,535,254.48","0.01","3,535,254.48","11,231.00","314.78","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"COO","COOPER","Health Care","Equity","3,530,247.60","0.01","3,530,247.60","65,230.00","54.12","United States","NASDAQ","USD","1.00","USD","-"
"6869","YANGTZE OPTICAL FIBRE AND CABLE JO","Information Technology","Equity","3,522,817.80","0.01","3,522,817.80","149,000.00","23.64","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"MDLN","MEDLINE CLASS A","Health Care","Equity","3,519,818.72","0.01","3,519,818.72","110,132.00","31.96","United States","NASDAQ","USD","1.00","USD","-"
"3750","CONTEMPORARY AMPEREX TECHNOLOGY CL","Industrials","Equity","3,520,230.44","0.01","3,520,230.44","54,800.00","64.24","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"1109","CHINA RESOURCES LAND","Real Estate","Equity","3,518,328.80","0.01","3,518,328.80","946,000.00","3.72","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"9502","CHUBU ELECTRIC POWER INC","Utilities","Equity","3,510,953.48","0.01","3,510,953.48","189,800.00","18.50","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"2423","KE HOLDINGS","Real Estate","Equity","3,511,165.03","0.01","3,511,165.03","635,627.00","5.52","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"2449","KING YUAN ELECTRONICS","Information Technology","Equity","3,509,081.75","0.01","3,509,081.75","369,600.00","9.49","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"010140","SAMSUNG HEAVY INDUSTRIES LTD","Industrials","Equity","3,504,154.92","0.01","3,504,154.92","234,974.00","14.91","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"8473","SBI HOLDINGS INC","Financials","Equity","3,491,934.08","0.01","3,491,934.08","168,060.00","20.78","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"TIH","TOROMONT INDUSTRIES LTD","Industrials","Equity","3,488,170.03","0.01","3,488,170.03","23,143.00","150.72","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"1347","HUA HONG GRACE SEMICONDUCTOR LTD","Information Technology","Equity","3,488,914.52","0.01","3,488,914.52","237,000.00","14.72","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"QIBK","QATAR ISLAMIC BANK","Financials","Equity","3,483,136.25","0.01","3,483,136.25","606,799.00","5.74","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"3402","TORAY INDUSTRIES","Materials","Equity","3,483,859.66","0.01","3,483,859.66","439,600.00","7.93","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"WSO","WATSCO","Industrials","Equity","3,477,117.05","0.01","3,477,117.05","10,945.00","317.69","United States","NYSE","USD","1.00","USD","-"
"4958","ZHEN DING TECHNOLOGY HOLDING LTD","Information Technology","Equity","3,478,082.88","0.01","3,478,082.88","235,000.00","14.80","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"7012","KAWASAKI HEAVY INDUSTRIES","Industrials","Equity","3,469,137.32","0.01","3,469,137.32","227,200.00","15.27","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"ALPHA","ALPHA BANK SA","Financials","Equity","3,460,210.86","0.01","3,460,210.86","635,608.00","5.44","Greece","Athens Exchange S.A. Cash Market","USD","0.87","EUR","-"
"2020","ANTA SPORTS PRODUCTS LTD","Consumer Discretionary","Equity","3,461,498.75","0.01","3,461,498.75","377,200.00","9.18","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"BNZL","BUNZL","Industrials","Equity","3,455,071.49","0.01","3,455,071.49","98,834.00","34.96","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"HAL","HINDUSTAN AERONAUTICS LTD","Industrials","Equity","3,444,313.30","0.01","3,444,313.30","68,384.00","50.37","India","National Stock Exchange Of India","USD","95.82","INR","-"
"EQTL3","EQUATORIAL SA","Utilities","Equity","3,421,815.18","0.01","3,421,815.18","434,728.00","7.87","Brazil","XBSP","USD","5.11","BRL","-"
"4684","OBIC LTD","Information Technology","Equity","3,413,494.21","0.01","3,413,494.21","105,400.00","32.39","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"298040","HYOSUNG HEAVY INDUSTRIES CORP","Industrials","Equity","3,408,287.54","0.01","3,408,287.54","1,614.00","2,111.70","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"CG","CARLYLE GROUP INC","Financials","Equity","3,399,306.84","0.01","3,399,306.84","83,194.00","40.86","United States","NASDAQ","USD","1.00","USD","-"
"SMIN","SMITHS GROUP PLC","Industrials","Equity","3,398,271.88","0.01","3,398,271.88","98,110.00","34.64","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"1801","TAISEI","Industrials","Equity","3,389,909.51","0.01","3,389,909.51","42,300.00","80.14","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"ERF","EUROFINS SCIENTIFIC","Health Care","Equity","3,386,913.44","0.01","3,386,913.44","37,818.00","89.56","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"6504","FUJI ELECTRIC","Industrials","Equity","3,387,585.33","0.01","3,387,585.33","40,800.00","83.03","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"FGR","EIFFAGE SA","Industrials","Equity","3,379,244.80","0.01","3,379,244.80","27,527.00","122.76","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"EVO","EVOLUTION","Consumer Discretionary","Equity","3,378,946.20","0.01","3,378,946.20","38,307.00","88.21","Sweden","Nasdaq Omx Nordic","USD","9.83","SEK","-"
"8RC1","ARC RESOURCES LTD","Energy","Equity","3,365,066.82","0.01","3,365,066.82","72,129.00","46.65","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"2368","GOLD CIRCUIT ELECTRONICS","Information Technology","Equity","3,356,531.05","0.01","3,356,531.05","102,000.00","32.91","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"HEIO","HEINEKEN HOLDING NV","Consumer Staples","Equity","3,357,152.39","0.01","3,357,152.39","44,002.00","76.30","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"INDIGO","INTERGLOBE AVIATION LTD","Industrials","Equity","3,357,711.59","0.01","3,357,711.59","65,113.00","51.57","India","National Stock Exchange Of India","USD","95.82","INR","-"
"BCP","BANCO COMERCIAL PORTUGUES SA","Financials","Equity","3,349,422.02","0.01","3,349,422.02","2,460,510.00","1.36","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.87","EUR","-"
"ABG","ABSA GROUP","Financials","Equity","3,345,144.66","0.01","3,345,144.66","244,017.00","13.71","South Africa","Johannesburg Stock Exchange","USD","16.24","ZAR","-"
"5880","TAIWAN COOPERATIVE FINANCIAL HOLDI","Financials","Equity","3,331,160.60","0.01","3,331,160.60","3,889,130.00","0.86","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"NVMI","NOVA","Information Technology","Equity","3,325,843.51","0.01","3,325,843.51","9,479.00","350.86","Israel","Tel Aviv Stock Exchange","USD","3.01","ILS","-"
"ICT","INTERNATIONAL CONTAINER TERMINAL S","Industrials","Equity","3,319,575.44","0.01","3,319,575.44","232,130.00","14.30","Philippines","Philippine Stock Exchange Inc.","USD","62.80","PHP","-"
"329180","HD HYUNDAI HEAVY INDUSTRIES LTD","Industrials","Equity","3,319,679.66","0.01","3,319,679.66","10,179.00","326.13","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrials","Equity","3,321,773.91","0.01","3,321,773.91","77,666.00","42.77","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"1216","UNI-PRESIDENT ENTERPRISES","Consumer Staples","Equity","3,306,408.87","0.01","3,306,408.87","1,405,600.00","2.35","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"TECHM","TECH MAHINDRA","Information Technology","Equity","3,303,394.59","0.01","3,303,394.59","203,092.00","16.27","India","National Stock Exchange Of India","USD","95.82","INR","-"
"PRIO3","PETRO RIO","Energy","Equity","3,304,918.10","0.01","3,304,918.10","276,479.00","11.95","Brazil","XBSP","USD","5.11","BRL","-"
"ALE","ALLEGRO SA","Consumer Discretionary","Equity","3,301,513.52","0.01","3,301,513.52","253,037.00","13.05","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.79","PLN","-"
"CCL.B","CCL INDUSTRIES CLASS B","Materials","Equity","3,298,004.81","0.01","3,298,004.81","50,092.00","65.84","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"1113","CK ASSET HOLDINGS LTD","Real Estate","Equity","3,292,152.67","0.01","3,292,152.67","561,516.00","5.86","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"TVSMOTOR","TVS MOTOR COMPANY","Consumer Discretionary","Equity","3,292,257.37","0.01","3,292,257.37","75,921.00","43.36","India","National Stock Exchange Of India","USD","95.82","INR","-"
"RTO","RENTOKIL INITIAL PLC","Industrials","Equity","3,279,541.60","0.01","3,279,541.60","771,639.00","4.25","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"AC","ACCOR SA","Consumer Discretionary","Equity","3,275,762.93","0.01","3,275,762.93","61,402.00","53.35","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"BEAN","BELIMO N AG","Industrials","Equity","3,271,027.53","0.01","3,271,027.53","3,313.00","987.33","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"MONC","MONCLER","Consumer Discretionary","Equity","3,267,840.64","0.01","3,267,840.64","65,508.00","49.88","Italy","Borsa Italiana","USD","0.87","EUR","-"
"MPL","MEDIBANK PRIVATE","Financials","Equity","3,264,266.04","0.01","3,264,266.04","989,370.00","3.30","Australia","Asx - All Markets","USD","1.40","AUD","-"
"KRW","KRW CASH","Cash and/or Derivatives","Cash","3,245,106.19","0.01","3,245,106.19","4,482,627,432.00","0.07","Korea (South)","-","USD","1,381.35","KRW","-"
"X","TMX GROUP LTD","Financials","Equity","3,244,028.86","0.01","3,244,028.86","83,634.00","38.79","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"ATRL","ATKINSREALIS GROUP INC","Industrials","Equity","3,239,463.86","0.01","3,239,463.86","50,703.00","63.89","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"PE&OLES*","INDUST PENOLES","Materials","Equity","3,240,331.79","0.01","3,240,331.79","62,810.00","51.59","Mexico","Bolsa Mexicana De Valores","USD","17.23","MXN","-"
"9633","NONGFU SPRING LTD H","Consumer Staples","Equity","3,229,529.50","0.01","3,229,529.50","645,400.00","5.00","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE","Health Care","Equity","3,224,982.99","0.01","3,224,982.99","34,673.00","93.01","India","National Stock Exchange Of India","USD","95.82","INR","-"
"ORSTED","ORSTED A/S","Utilities","Equity","3,225,251.71","0.01","3,225,251.71","152,342.00","21.17","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.52","DKK","-"
"1024","KUAISHOU TECHNOLOGY","Communication","Equity","3,225,437.91","0.01","3,225,437.91","821,100.00","3.93","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"TEN","TENARIS SA","Energy","Equity","3,220,985.80","0.01","3,220,985.80","115,343.00","27.93","Italy","Borsa Italiana","USD","0.87","EUR","-"
"ADM","ADMIRAL GROUP PLC","Financials","Equity","3,187,315.35","0.01","3,187,315.35","62,130.00","51.30","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"6","POWER ASSETS HOLDINGS","Utilities","Equity","3,179,196.65","0.01","3,179,196.65","414,000.00","7.68","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"NTGY","NATURGY ENERGY GROUP SA","Utilities","Equity","3,182,181.00","0.01","3,182,181.00","94,663.00","33.62","Spain","Bolsa De Madrid","USD","0.87","EUR","-"
"APA","APA GROUP UNITS","Utilities","Equity","3,164,620.52","0.01","3,164,620.52","408,551.00","7.75","Australia","Asx - All Markets","USD","1.40","AUD","-"
"196170","ALTEOGEN INC","Health Care","Equity","3,160,201.98","0.01","3,160,201.98","17,119.00","184.60","Korea (South)","Korea Exchange (Kosdaq)","USD","1,381.35","KRW","-"
"051910","LG CHEM LTD","Materials","Equity","3,143,506.71","0.01","3,143,506.71","16,798.00","187.14","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"CU","CANADIAN UTILITIES LTD CLASS A","Utilities","Equity","3,143,759.68","0.01","3,143,759.68","87,244.00","36.03","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"SIG","SIGMA HEALTHCARE","Health Care","Equity","3,144,590.62","0.01","3,144,590.62","1,744,206.00","1.80","Australia","Asx - All Markets","USD","1.40","AUD","-"
"STLAM","STELLANTIS","Consumer Discretionary","Equity","3,136,505.16","0.01","3,136,505.16","646,827.00","4.85","Italy","Borsa Italiana","USD","0.87","EUR","-"
"PNDORA","PANDORA","Consumer Discretionary","Equity","3,128,269.86","0.01","3,128,269.86","25,165.00","124.31","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.52","DKK","-"
"KEY","KEYERA","Energy","Equity","3,124,274.21","0.01","3,124,274.21","81,643.00","38.27","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"ADIB","ABU DHABI ISLAMIC BANK","Financials","Equity","3,119,677.12","0.01","3,119,677.12","495,151.00","6.30","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"SQM.B","SOCIEDAD QUIMICA Y MINERA DE CHILE","Materials","Equity","3,110,715.76","0.01","3,110,715.76","44,726.00","69.55","Chile","Santiago Stock Exchange","USD","951.40","CLP","-"
"ORNBV","ORION CLASS B","Health Care","Equity","3,111,776.41","0.01","3,111,776.41","32,737.00","95.05","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.87","EUR","-"
"ENLT","ENLIGHT RENEWABLE ENERGY","Utilities","Equity","3,104,421.48","0.01","3,104,421.48","40,855.00","75.99","Israel","Tel Aviv Stock Exchange","USD","3.01","ILS","-"
"SKF B","SKF B","Industrials","Equity","3,089,601.39","0.01","3,089,601.39","113,103.00","27.32","Sweden","Nasdaq Omx Nordic","USD","9.83","SEK","-"
"CEZ","CEZ","Utilities","Equity","3,081,460.68","0.01","3,081,460.68","47,788.00","64.48","Czech Republic","Prague Stock Exchange","USD","21.20","CZK","-"
"9992","POP MART INTERNATIONAL GROUP","Consumer Discretionary","Equity","3,075,965.00","0.01","3,075,965.00","155,600.00","19.77","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"MKS","MARKS AND SPENCER GROUP PLC","Consumer Staples","Equity","3,059,437.25","0.01","3,059,437.25","621,485.00","4.92","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"7272","YAMAHA MOTOR","Consumer Discretionary","Equity","3,059,765.68","0.01","3,059,765.68","264,600.00","11.56","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"ROL","ROLLINS INC","Industrials","Equity","3,052,998.90","0.01","3,052,998.90","94,374.00","32.35","United States","NYSE","USD","1.00","USD","-"
"SHP","SHOPRITE HOLDINGS LTD","Consumer Staples","Equity","3,047,723.25","0.01","3,047,723.25","154,663.00","19.71","South Africa","Johannesburg Stock Exchange","USD","16.24","ZAR","-"
